Simbolo	Ocurrencias	Frecuencia
alz	22875	5.07207e-05
ama	453274	0.00100504
amb	503619	0.00111667
amc	232	5.14414e-07
amd	575	1.27495e-06
ame	791534	0.00175507
amf	391	8.66964e-07
amg	45	9.97785e-08
amh	132	2.92684e-07
ami	504270	0.00111812
amj	9	1.99557e-08
amk	37	8.20401e-08
aml	560	1.24169e-06
amm	3454	7.65855e-06
amn	4706	1.04346e-05
amñ	1	2.2173e-09
amo	395041	0.000875924
amp	222660	0.000493704
amq	37	8.20401e-08
amr	417	9.24614e-07
ams	5710	1.26608e-05
amt	107	2.37251e-07
amu	12045	2.67074e-05
amv	17	3.76941e-08
amw	204	4.52329e-07
amx	19	4.21287e-08
amy	694	1.53881e-06
amz	43	9.53439e-08
ana	600948	0.00133248
anb	587	1.30156e-06
anc	552256	0.00122452
and	1260835	0.00279565
ane	269152	0.000596791
anf	7668	1.70023e-05
ang	141552	0.000313863
anh	4823	1.0694e-05
ani	418382	0.000927678
anj	38942	8.63461e-05
ank	10563	2.34213e-05
anl	2117	4.69402e-06
anm	2142	4.74946e-06
ann	19266	4.27185e-05
anñ	3	6.6519e-09
ano	576380	0.00127801
anp	664	1.47229e-06
anq	43332	9.608e-05
anr	1587	3.51886e-06
ans	178702	0.000396236
ant	1782273	0.00395183
anu	101133	0.000224242
anv	1928	4.27495e-06
anw	130	2.88249e-07
anx	441	9.77829e-07
any	5318	1.17916e-05
anz	191793	0.000425263
aña	273829	0.000607161
añd	1	2.2173e-09
añe	33925	7.52219e-05
añg	1	2.2173e-09
añh	2	4.4346e-09
añi	30360	6.73172e-05
añj	45	9.97785e-08
añl	1	2.2173e-09
añn	1	2.2173e-09
año	473666	0.00105026
añp	1	2.2173e-09
añs	1	2.2173e-09
añu	3726	8.26166e-06
añw	1	2.2173e-09
añy	3	6.6519e-09
aoa	58	1.28603e-07
aob	703	1.55876e-06
aoc	202	4.47895e-07
aod	182	4.03549e-07
aoe	18	3.99114e-08
aof	669	1.48337e-06
aog	15	3.32595e-08
aoh	36	7.98228e-08
aoi	668	1.48116e-06
aoj	44	9.75612e-08
aok	318	7.05101e-07
aol	2615	5.79824e-06
aom	212	4.70068e-07
aon	1765	3.91353e-06
aoo	13	2.88249e-08
aop	269	5.96454e-07
aoq	16	3.54768e-08
aor	12182	2.70111e-05
aos	5246	1.1632e-05
aot	1204	2.66963e-06
aou	516	1.14413e-06
aov	77	1.70732e-07
aow	1	2.2173e-09
aox	26	5.76498e-08
aoy	17	3.76941e-08
aoz	123	2.72728e-07
apa	349716	0.000775425
apb	13	2.88249e-08
apc	221	4.90023e-07
apd	301	6.67407e-07
ape	116678	0.00025871
apf	272	6.03106e-07
apg	60	1.33038e-07
aph	1640	3.63637e-06
api	135423	0.000300273
apj	3	6.6519e-09
apk	39	8.64747e-08
apl	61612	0.000136612
apm	326	7.2284e-07
apn	388	8.60312e-07
apo	132520	0.000293837
app	3326	7.37474e-06
apq	9	1.99557e-08
apr	136790	0.000303304
aps	6862	1.52151e-05
apt	33221	7.36609e-05
apu	34783	7.71243e-05
apv	9	1.99557e-08
apw	10	2.2173e-08
apx	2	4.4346e-09
apy	132	2.92684e-07
apz	4	8.8692e-09
aqa	71	1.57428e-07
aqb	5	1.10865e-08
aqc	5	1.10865e-08
aqd	1	2.2173e-09
aqe	8	1.77384e-08
aqf	7	1.55211e-08
aqh	2	4.4346e-09
aqi	35	7.76055e-08
aql	3	6.6519e-09
aqm	3	6.6519e-09
aqn	1	2.2173e-09
aqñ	2	4.4346e-09
aqo	9	1.99557e-08
aqp	1	2.2173e-09
aqq	33	7.31709e-08
aqr	40	8.8692e-08
aqs	56	1.24169e-07
aqt	56	1.24169e-07
aqu	287299	0.000637028
aqw	6	1.33038e-08
aqz	1	2.2173e-09
ara	1979858	0.00438994
arb	63204	0.000140142
arc	283372	0.000628321
ard	246429	0.000546407
are	612798	0.00135876
arf	2232	4.94901e-06
arg	317285	0.000703516
arh	590	1.30821e-06
ari	1154625	0.00256015
arj	7838	1.73792e-05
ark	9499	2.10621e-05
arl	282185	0.000625689
arm	153214	0.000339721
arn	68639	0.000152193
aro	432768	0.000959577
arp	14727	3.26542e-05
arq	59781	0.000132552
arr	441607	0.000979175
ars	255157	0.00056576
art	833661	0.00184848
aru	6725	1.49113e-05
arv	6296	1.39601e-05
arw	2558	5.67185e-06
arx	7233	1.60377e-05
ary	7105	1.57539e-05
arz	29007	6.43172e-05
asa	440028	0.000975674
asb	1173	2.60089e-06
asc	104348	0.000231371
asd	1088	2.41242e-06
ase	272391	0.000603973
asf	5830	1.29269e-05
asg	10119	2.24369e-05
ash	15344	3.40223e-05
asi	528466	0.00117177
asj	63	1.3969e-07
ask	1929	4.27717e-06
asl	18212	4.03815e-05
asm	28526	6.32507e-05
asn	1678	3.72063e-06
asñ	2	4.4346e-09
aso	316134	0.000700964
asp	63180	0.000140089
asq	6804	1.50865e-05
asr	219	4.85589e-07
ass	20596	4.56675e-05
ast	505538	0.00112093
asu	70621	0.000156588
asv	822	1.82262e-06
asw	79	1.75167e-07
asx	4	8.8692e-09
asy	274	6.0754e-07
asz	286	6.34148e-07
ata	426450	0.000945568
atb	63	1.3969e-07
atc	2506	5.55655e-06
atd	33	7.31709e-08
ate	336335	0.000745756
atf	72	1.59646e-07
atg	198	4.39025e-07
ath	8051	1.78515e-05
ati	508441	0.00112737
atj	122	2.70511e-07
atk	393	8.71399e-07
atl	21339	4.7315e-05
atm	8108	1.79779e-05
atn	165	3.65855e-07
ato	359171	0.00079639
atp	641	1.42129e-06
atq	32	7.09536e-08
atr	262031	0.000581001
ats	3644	8.07984e-06
att	9798	2.17251e-05
atu	155670	0.000345167
atv	103	2.28382e-07
atw	225	4.98893e-07
atx	557	1.23504e-06
aty	684	1.51663e-06
atz	1505	3.33704e-06
aua	447	9.91133e-07
aub	1347	2.9867e-06
auc	12584	2.79025e-05
aud	61121	0.000135524
aue	1302	2.88692e-06
auf	3029	6.7162e-06
aug	19793	4.3887e-05
auh	1274	2.82484e-06
aui	916	2.03105e-06
auj	691	1.53215e-06
auk	320	7.09536e-07
aul	37462	8.30645e-05
aum	49887	0.000110614
aun	191726	0.000425114
auñ	118	2.61641e-07
auo	23	5.09979e-08
aup	1363	3.02218e-06
auq	281	6.23061e-07
aur	46460	0.000103016
aus	116116	0.000257464
aut	203296	0.000450768
auu	96	2.12861e-07
auv	952	2.11087e-06
auw	72	1.59646e-07
aux	7548	1.67362e-05
auy	141	3.12639e-07
auz	1628	3.60976e-06
ava	101338	0.000224697
avb	32	7.09536e-08
avc	128	2.83814e-07
avd	439	9.73395e-07
ave	197246	0.000437354
avf	10	2.2173e-08
avg	18	3.99114e-08
avh	35	7.76055e-08
avi	163328	0.000362147
avj	7	1.55211e-08
avk	38	8.42574e-08
avl	463	1.02661e-06
avm	21	4.65633e-08
avn	60	1.33038e-07
avo	84850	0.000188138
avp	32	7.09536e-08
avr	632	1.40133e-06
avs	352	7.8049e-07
avt	88	1.95122e-07
avu	794	1.76054e-06
avv	50	1.10865e-07
avw	1	2.2173e-09
avy	444	9.84481e-07
avz	1	2.2173e-09
awa	2805	6.21953e-06
awb	66	1.46342e-07
awc	52	1.153e-07
awd	21	4.65633e-08
awe	254	5.63194e-07
awf	213	4.72285e-07
awg	20	4.4346e-08
awh	26	5.76498e-08
awi	485	1.07539e-06
awj	1	2.2173e-09
awk	739	1.63858e-06
awl	283	6.27496e-07
awm	35	7.76055e-08
awn	256	5.67629e-07
awo	66	1.46342e-07
awp	17	3.76941e-08
awq	7	1.55211e-08
awr	796	1.76497e-06
aws	598	1.32595e-06
awt	118	2.61641e-07
awu	7	1.55211e-08
aww	22	4.87806e-08
awy	51	1.13082e-07
awz	14	3.10422e-08
axa	2611	5.78937e-06
axb	1	2.2173e-09
axc	633	1.40355e-06
axd	27	5.98671e-08
axe	665	1.4745e-06
axf	10	2.2173e-08
axh	10	2.2173e-08
axi	42150	9.34592e-05
axj	3	6.6519e-09
axl	35	7.76055e-08
axm	37	8.20401e-08
axn	11	2.43903e-08
axo	2322	5.14857e-06
axp	14	3.10422e-08
axq	5	1.10865e-08
axs	20	4.4346e-08
axt	336	7.45013e-07
axu	51	1.13082e-07
axv	3	6.6519e-09
axw	400	8.8692e-07
axx	18	3.99114e-08
axy	147	3.25943e-07
aya	101103	0.000224176
ayb	468	1.0377e-06
ayc	383	8.49226e-07
ayd	709	1.57207e-06
aye	105156	0.000233162
ayf	386	8.55878e-07
ayg	78	1.72949e-07
ayh	104	2.30599e-07
ayi	1663	3.68737e-06
ayj	4	8.8692e-09
ayk	156	3.45899e-07
ayl	2365	5.24391e-06
aym	1559	3.45677e-06
ayn	1470	3.25943e-06
ayñ	8	1.77384e-08
ayo	208696	0.000462742
ayp	56	1.24169e-07
ayq	41	9.09093e-08
ayr	1676	3.71619e-06
ays	1562	3.46342e-06
ayt	919	2.0377e-06
ayu	73854	0.000163756
ayv	6	1.33038e-08
ayw	156	3.45899e-07
ayx	1	2.2173e-09
ayy	209	4.63416e-07
ayz	204	4.52329e-07
aza	158759	0.000352016
azb	49	1.08648e-07
azc	1851	4.10422e-06
azd	403	8.93572e-07
aze	1900	4.21287e-06
azf	5	1.10865e-08
azg	8580	1.90244e-05
azh	62	1.37473e-07
azi	6295	1.39579e-05
azj	2	4.4346e-09
azk	259	5.74281e-07
azl	620	1.37473e-06
azm	2806	6.22174e-06
azn	9267	2.05477e-05
azo	187302	0.000415305
azp	908	2.01331e-06
azq	7127	1.58027e-05
azr	112	2.48338e-07
azs	36	7.98228e-08
azt	2513	5.57207e-06
azu	34729	7.70046e-05
azv	7	1.55211e-08
azw	3	6.6519e-09
azy	173	3.83593e-07
azz	5075	1.12528e-05
baa	360	7.98228e-07
bab	36864	8.17385e-05
bac	41266	9.14991e-05
bad	60360	0.000133836
bae	1527	3.38582e-06
baf	139	3.08205e-07
bag	4773	1.05832e-05
bah	5380	1.19291e-05
bai	22282	4.94059e-05
baj	309414	0.000686064
bak	2006	4.4479e-06
bal	126017	0.000279417
bam	27099	6.00866e-05
ban	410124	0.000909368
bañ	19597	4.34524e-05
bao	6536	1.44923e-05
bap	666	1.47672e-06
baq	1761	3.90467e-06
bar	309427	0.000686092
bas	194838	0.000432014
bat	77092	0.000170936
bau	10476	2.32284e-05
bav	1063	2.35699e-06
baw	86	1.90688e-07
bax	148	3.2816e-07
bay	6149	1.36342e-05
baz	3892	8.62973e-06
bba	802	1.77827e-06
bbb	39	8.64747e-08
bbc	756	1.67628e-06
bbd	33	7.31709e-08
bbe	1392	3.08648e-06
bbg	1	2.2173e-09
bbh	2	4.4346e-09
bbi	1135	2.51664e-06
bbk	38	8.42574e-08
bbl	464	1.02883e-06
bbm	2	4.4346e-09
bbn	4	8.8692e-09
bbo	412	9.13528e-07
bbp	2	4.4346e-09
bbq	3	6.6519e-09
bbr	117	2.59424e-07
bbs	203	4.50112e-07
bbt	1	2.2173e-09
bbu	46	1.01996e-07
bbv	1209	2.68072e-06
bbw	2	4.4346e-09
bby	1506	3.33925e-06
bca	833	1.84701e-06
bcb	18	3.99114e-08
bcc	75	1.66298e-07
bcd	43	9.53439e-08
bce	815	1.8071e-06
bcf	3	6.6519e-09
bcg	70	1.55211e-07
bch	603	1.33703e-06
bci	179	3.96897e-07
bck	3	6.6519e-09
bcl	268	5.94236e-07
bcm	25	5.54325e-08
bcn	58	1.28603e-07
bco	2698	5.98228e-06
bcp	168	3.72506e-07
bcq	1	2.2173e-09
bcr	320	7.09536e-07
bcs	11	2.43903e-08
bct	11	2.43903e-08
bcu	758	1.68071e-06
bcv	211	4.6785e-07
bcz	4	8.8692e-09
bda	788	1.74723e-06
bdc	32	7.09536e-08
bdd	7	1.55211e-08
bde	2648	5.87141e-06
bdf	9	1.99557e-08
bdg	1	2.2173e-09
bdh	1	2.2173e-09
bdi	4050	8.98007e-06
bdj	1	2.2173e-09
bdl	2	4.4346e-09
bdm	8	1.77384e-08
bdn	4	8.8692e-09
bdo	3455	7.66077e-06
bdp	6	1.33038e-08
bdr	22	4.87806e-08
bds	9	1.99557e-08
bdt	2	4.4346e-09
bdu	1302	2.88692e-06
bdx	1	2.2173e-09
bdy	3	6.6519e-09
bdz	1	2.2173e-09
bea	11080	2.45677e-05
beb	24524	5.43771e-05
bec	15071	3.34169e-05
bed	13848	3.07052e-05
bee	2176	4.82484e-06
bef	211	4.6785e-07
beg	2420	5.36587e-06
beh	417	9.24614e-07
bei	8239	1.82683e-05
bej	2466	5.46786e-06
bek	368	8.15966e-07
bel	92847	0.00020587
bem	20454	4.53527e-05
ben	112143	0.000248655
beñ	1384	3.06874e-06
beo	2076	4.60311e-06
bep	100	2.2173e-07
beq	269	5.96454e-07
ber	400066	0.000887066
bes	54048	0.000119841
bet	18645	4.13416e-05
beu	1807	4.00666e-06
bev	395	8.75834e-07
bew	35	7.76055e-08
bex	327	7.25057e-07
bey	804	1.78271e-06
bez	54178	0.000120129
bfa	105	2.32817e-07
bfb	1	2.2173e-09
bfc	2	4.4346e-09
bfd	3	6.6519e-09
bfe	27	5.98671e-08
bff	3	6.6519e-09
bfg	8	1.77384e-08
bfh	1	2.2173e-09
bfi	18	3.99114e-08
bfl	12	2.66076e-08
bfm	2	4.4346e-09
bfo	28	6.20844e-08
bfp	30	6.6519e-08
bfr	26	5.76498e-08
bft	2	4.4346e-09
bfu	69	1.52994e-07
bfv	1	2.2173e-09
bga	8	1.77384e-08
bgb	9	1.99557e-08
bgc	3	6.6519e-09
bge	293	6.49669e-07
bgf	22	4.87806e-08
bgg	2	4.4346e-09
bgh	5	1.10865e-08
bgi	4	8.8692e-09
bgl	17	3.76941e-08
bgm	6	1.33038e-08
bgn	14	3.10422e-08
bgo	97	2.15078e-07
bgr	499	1.10643e-06
bgu	2	4.4346e-09
bgv	1	2.2173e-09
bgw	3	6.6519e-09
bgy	8	1.77384e-08
bha	357	7.91576e-07
bhc	21	4.65633e-08
bhd	5	1.10865e-08
bhe	29	6.43017e-08
bhf	2	4.4346e-09
bhh	1	2.2173e-09
bhi	53	1.17517e-07
bhk	12	2.66076e-08
bhl	4	8.8692e-09
bhn	45	9.97785e-08
bho	171	3.79158e-07
bhp	11	2.43903e-08
bhq	1	2.2173e-09
bhr	6	1.33038e-08
bhs	9	1.99557e-08
bht	10	2.2173e-08
bhu	270	5.98671e-07
bhv	5	1.10865e-08
bhy	2	4.4346e-09
bia	427368	0.000947603
bib	14293	3.16919e-05
bic	41201	9.1355e-05
bid	91341	0.00020253
bie	667750	0.0014806
bif	1244	2.75832e-06
big	8216	1.82173e-05
bih	346	7.67186e-07
bii	35	7.76055e-08
bij	1921	4.25943e-06
bik	522	1.15743e-06
bil	202028	0.000447957
bim	4184	9.27718e-06
bin	37997	8.42507e-05
biñ	345	7.64969e-07
bio	169739	0.000376362
bip	1717	3.8071e-06
biq	1464	3.24613e-06
bir	53089	0.000117714
bis	24593	5.45301e-05
bit	93988	0.0002084
biu	511	1.13304e-06
biv	1206	2.67406e-06
biw	29	6.43017e-08
bix	78	1.72949e-07
biy	90	1.99557e-07
biz	4817	1.06807e-05
bja	82	1.81819e-07
bjc	9	1.99557e-08
bje	79768	0.00017687
bji	13	2.88249e-08
bjj	1	2.2173e-09
bjk	1	2.2173e-09
bjl	3	6.6519e-09
bjo	182	4.03549e-07
bjp	2	4.4346e-09
bjs	1	2.2173e-09
bjt	1	2.2173e-09
bju	225	4.98893e-07
bka	44	9.75612e-08
bke	48	1.0643e-07
bkh	2	4.4346e-09
bki	19	4.21287e-08
bkj	1	2.2173e-09
bkm	2	4.4346e-09
bkn	10	2.2173e-08
bko	38	8.42574e-08
bkr	1	2.2173e-09
bks	3	6.6519e-09
bkt	2	4.4346e-09
bku	2	4.4346e-09
bla	231383	0.000513046
blb	3	6.6519e-09
blc	6	1.33038e-08
bld	9	1.99557e-08
ble	653890	0.00144987
blg	3	6.6519e-09
bli	235706	0.000522631
blj	23	5.09979e-08
blk	1	2.2173e-09
bll	8	1.77384e-08
blm	2	4.4346e-09
bln	1	2.2173e-09
blo	105336	0.000233562
blp	1	2.2173e-09
blr	3	6.6519e-09
bls	7	1.55211e-08
blt	4	8.8692e-09
blu	4058	8.9978e-06
blv	162	3.59203e-07
blw	1	2.2173e-09
bly	113	2.50555e-07
blz	1	2.2173e-09
bma	2380	5.27717e-06
bmb	3	6.6519e-09
bmc	4	8.8692e-09
bmd	20	4.4346e-08
bme	304	6.74059e-07
bmg	74	1.6408e-07
bmh	4	8.8692e-09
bmi	43	9.53439e-08
bmj	19	4.21287e-08
bmk	3	6.6519e-09
bml	1	2.2173e-09
bmn	4	8.8692e-09
bmo	16	3.54768e-08
bmp	40	8.8692e-08
bmr	6	1.33038e-08
bms	19	4.21287e-08
bmt	1	2.2173e-09
bmu	156	3.45899e-07
bmv	93	2.06209e-07
bmw	588	1.30377e-06
bmx	20	4.4346e-08
bmz	1	2.2173e-09
bna	49	1.08648e-07
bnb	2	4.4346e-09
bnc	38	8.42574e-08
bnd	19	4.21287e-08
bne	789	1.74945e-06
bnf	39	8.64747e-08
bng	472	1.04657e-06
bni	371	8.22618e-07
bnj	1	2.2173e-09
bnl	5	1.10865e-08
bnm	3	6.6519e-09
bnn	1	2.2173e-09
bno	286	6.34148e-07
bnp	54	1.19734e-07
bns	7	1.55211e-08
bnt	43	9.53439e-08
bnu	322	7.13971e-07
bnv	8	1.77384e-08
bny	7	1.55211e-08
bñs	1	2.2173e-09
boa	5299	1.17495e-05
bob	5798	1.28559e-05
boc	32711	7.25301e-05
bod	9459	2.09734e-05
boe	3102	6.87806e-06
bof	2568	5.69403e-06
bog	24002	5.32196e-05
boh	2714	6.01775e-06
boi	3529	7.82485e-06
boj	599	1.32816e-06
bok	438	9.71177e-07
bol	129642	0.000287455
bom	18518	4.106e-05
bon	48553	0.000107657
boñ	72	1.59646e-07
boo	2323	5.15079e-06
bop	349	7.73838e-07
boq	1941	4.30378e-06
bor	171245	0.000379702
bos	68186	0.000151189
bot	31500	6.9845e-05
bou	5415	1.20067e-05
bov	2800	6.20844e-06
bow	1228	2.72284e-06
box	3583	7.94459e-06
boy	4688	1.03947e-05
boz	4195	9.30157e-06
bpa	86	1.90688e-07
bpb	1	2.2173e-09
bpc	20	4.4346e-08
bpd	17	3.76941e-08
bpe	85	1.88471e-07
bpf	26	5.76498e-08
bpg	2	4.4346e-09
bph	17	3.76941e-08
bpi	57	1.26386e-07
bpl	23	5.09979e-08
bpm	17	3.76941e-08
bpn	3	6.6519e-09
bpo	99	2.19513e-07
bpp	11	2.43903e-08
bpr	860	1.90688e-06
bps	242	5.36587e-07
bpt	1	2.2173e-09
bpu	8	1.77384e-08
bpv	7	1.55211e-08
bpy	3	6.6519e-09
bqi	1	2.2173e-09
bqm	1	2.2173e-09
bqu	3	6.6519e-09
bra	411654	0.00091276
brb	6	1.33038e-08
brc	87	1.92905e-07
brd	11	2.43903e-08
bre	779647	0.00172871
brf	4	8.8692e-09
brg	4	8.8692e-09
brh	3	6.6519e-09
bri	239077	0.000530105
brj	1	2.2173e-09
brk	4	8.8692e-09
brl	17	3.76941e-08
brm	9	1.99557e-08
brn	141	3.12639e-07
bro	166130	0.00036836
brp	1	2.2173e-09
brr	55	1.21952e-07
brs	16	3.54768e-08
brt	5	1.10865e-08
bru	33066	7.33172e-05
brw	3	6.6519e-09
bry	872	1.93349e-06
brz	99	2.19513e-07
bsa	1045	2.31708e-06
bsb	370	8.20401e-07
bsc	2200	4.87806e-06
bsd	38	8.42574e-08
bse	57003	0.000126393
bsf	20	4.4346e-08
bsg	2	4.4346e-09
bsh	16	3.54768e-08
bsi	8416	1.86608e-05
bsk	112	2.48338e-07
bsl	8	1.77384e-08
bsm	3	6.6519e-09
bsn	15	3.32595e-08
bso	33842	7.50379e-05
bsp	334	7.40578e-07
bsr	3	6.6519e-09
bss	32	7.09536e-08
bst	37351	8.28184e-05
bsu	7369	1.63393e-05
bsv	3	6.6519e-09
bsz	7	1.55211e-08
bta	90	1.99557e-07
btc	23	5.09979e-08
bte	35446	7.85944e-05
btf	4	8.8692e-09
bth	2	4.4346e-09
bti	6164	1.36674e-05
btj	3	6.6519e-09
btk	1	2.2173e-09
btl	8	1.77384e-08
btm	3	6.6519e-09
bto	63	1.3969e-07
btp	3	6.6519e-09
btr	385	8.53661e-07
bts	28	6.20844e-08
btt	129	2.86032e-07
btu	8301	1.84058e-05
btv	27	5.98671e-08
btw	5	1.10865e-08
btx	2	4.4346e-09
btz	1	2.2173e-09
bua	295	6.54104e-07
bub	578	1.2816e-06
buc	27230	6.03771e-05
bud	4032	8.94015e-06
bue	144019	0.000319333
buf	3959	8.77829e-06
bug	896	1.9867e-06
buh	1019	2.25943e-06
bui	20180	4.47451e-05
buj	15026	3.33172e-05
buk	275	6.09758e-07
bul	35330	7.83372e-05
bum	2968	6.58095e-06
bun	40233	8.92086e-05
buñ	1294	2.86919e-06
buo	195	4.32374e-07
bup	389	8.6253e-07
buq	3713	8.23284e-06
bur	56645	0.000125599
bus	109137	0.000241989
but	18424	4.08515e-05
buu	54	1.19734e-07
buv	8	1.77384e-08
buw	2	4.4346e-09
bux	150	3.32595e-07
buy	17486	3.87717e-05
buz	1615	3.58094e-06
bva	459	1.01774e-06
bvb	1	2.2173e-09
bvc	3	6.6519e-09
bve	6704	1.48648e-05
bvi	7876	1.74635e-05
bvl	16	3.54768e-08
bvm	3	6.6519e-09
bvn	10	2.2173e-08
bvo	24	5.32152e-08
bvp	4	8.8692e-09
bvr	149	3.30378e-07
bvs	13	2.88249e-08
bvu	3	6.6519e-09
bwa	145	3.21509e-07
bwe	146	3.23726e-07
bwg	1	2.2173e-09
bwi	4	8.8692e-09
bwk	1	2.2173e-09
bwm	1	2.2173e-09
bwo	13	2.88249e-08
bwr	7	1.55211e-08
bws	3	6.6519e-09
bwv	25	5.54325e-08
bww	1	2.2173e-09
bxd	2	4.4346e-09
bxe	8	1.77384e-08
bxi	4	8.8692e-09
bxl	1	2.2173e-09
bxm	3	6.6519e-09
bxr	1	2.2173e-09
bxw	1	2.2173e-09
bya	1613	3.5765e-06
byb	20	4.4346e-08
byc	42	9.31266e-08
byd	9	1.99557e-08
bye	593	1.31486e-06
byf	11	2.43903e-08
byg	3	6.6519e-09
byh	1	2.2173e-09
byi	9	1.99557e-08
byk	17	3.76941e-08
byl	214	4.74502e-07
bym	3	6.6519e-09
byn	35	7.76055e-08
byo	18	3.99114e-08
byp	36	7.98228e-08
byr	1215	2.69402e-06
bys	141	3.12639e-07
byt	365	8.09315e-07
byu	395	8.75834e-07
byv	1	2.2173e-09
byw	4	8.8692e-09
byx	3	6.6519e-09
byz	9	1.99557e-08
bza	21	4.65633e-08
bze	1	2.2173e-09
bzh	47	1.04213e-07
bzi	3	6.6519e-09
bzm	1	2.2173e-09
bzo	96	2.12861e-07
bzu	1	2.2173e-09
bzw	14	3.10422e-08
bzz	2	4.4346e-09
caa	730	1.61863e-06
cab	266280	0.000590423
cac	233400	0.000517518
cad	494678	0.00109685
cae	22799	5.05522e-05
caf	19301	4.27961e-05
cag	5702	1.2643e-05
cah	1173	2.60089e-06
cai	35803	7.9386e-05
caj	26976	5.98139e-05
cak	194	4.30156e-07
cal	424203	0.000940585
cam	464866	0.00103075
can	563713	0.00124992
cañ	13641	3.02462e-05
cao	7092	1.57251e-05
cap	207299	0.000459644
caq	638	1.41464e-06
car	838617	0.00185947
cas	820149	0.00181852
cat	164228	0.000364143
cau	78845	0.000174823
cav	12414	2.75256e-05
caw	13	2.88249e-08
cax	307	6.80711e-07
cay	18152	4.02484e-05
caz	22390	4.96453e-05
cba	98	2.17295e-07
cbb	16	3.54768e-08
cbc	26	5.76498e-08
cbd	12	2.66076e-08
cbe	279	6.18627e-07
cbf	75	1.66298e-07
cbg	7	1.55211e-08
cbh	1	2.2173e-09
cbi	97	2.15078e-07
cbj	1	2.2173e-09
cbl	10	2.2173e-08
cbm	30	6.6519e-08
cbn	18	3.99114e-08
cbo	18	3.99114e-08
cbp	3	6.6519e-09
cbr	67	1.48559e-07
cbs	477	1.05765e-06
cbt	30	6.6519e-08
cbu	11	2.43903e-08
cbw	1	2.2173e-09
cby	1	2.2173e-09
cbz	2	4.4346e-09
cca	2991	6.63194e-06
ccb	48	1.0643e-07
ccc	194	4.30156e-07
ccd	133	2.94901e-07
cce	27741	6.15101e-05
ccf	20	4.4346e-08
ccg	18	3.99114e-08
cch	2345	5.19957e-06
cci	453471	0.00100548
ccj	6	1.33038e-08
cck	7	1.55211e-08
ccl	377	8.35922e-07
ccm	62	1.37473e-07
ccn	52	1.153e-07
cco	3274	7.25944e-06
ccp	145	3.21509e-07
ccq	3	6.6519e-09
ccr	155	3.43682e-07
ccs	155	3.43682e-07
cct	84	1.86253e-07
ccu	457	1.01331e-06
ccv	30	6.6519e-08
ccx	12	2.66076e-08
ccy	13	2.88249e-08
ccz	5	1.10865e-08
cda	265	5.87585e-07
cdb	10	2.2173e-08
cdc	626	1.38803e-06
cdd	21	4.65633e-08
cde	1019	2.25943e-06
cdf	28	6.20844e-08
cdg	16	3.54768e-08
cdh	48	1.0643e-07
cdi	47	1.04213e-07
cdj	1	2.2173e-09
cdk	3	6.6519e-09
cdl	32	7.09536e-08
cdm	50	1.10865e-07
cdn	205	4.54547e-07
cdo	4958	1.09934e-05
cdp	54	1.19734e-07
cdr	90	1.99557e-07
cds	1310	2.90466e-06
cdt	252	5.5876e-07
cdu	277	6.14192e-07
cdv	13	2.88249e-08
cdw	8	1.77384e-08
cdx	2	4.4346e-09
cdy	6	1.33038e-08
cea	15348	3.40311e-05
ceb	18027	3.99713e-05
cec	7735	1.71508e-05
ced	139584	0.0003095
cee	2880	6.38582e-06
cef	4653	1.03171e-05
ceg	3050	6.76277e-06
ceh	133	2.94901e-07
cei	16512	3.66121e-05
cej	11074	2.45544e-05
cek	274	6.0754e-07
cel	178216	0.000395158
cem	24313	5.39092e-05
cen	498344	0.00110498
ceñ	3158	7.00223e-06
ceo	6875	1.52439e-05
cep	144107	0.000319528
ceq	405	8.98007e-07
cer	605824	0.00134329
ces	583124	0.00129296
cet	26147	5.79757e-05
ceu	4712	1.04479e-05
cev	3052	6.7672e-06
cew	86	1.90688e-07
cex	85	1.88471e-07
cey	385	8.53661e-07
cez	405	8.98007e-07
cfa	84	1.86253e-07
cfb	1	2.2173e-09
cfc	170	3.76941e-07
cfd	49	1.08648e-07
cfe	246	5.45456e-07
cff	11	2.43903e-08
cfg	5	1.10865e-08
cfh	3	6.6519e-09
cfi	66	1.46342e-07
cfl	1	2.2173e-09
cfm	2	4.4346e-09
cfn	46	1.01996e-07
cfo	802	1.77827e-06
cfp	40	8.8692e-08
cfr	189	4.1907e-07
cfs	8	1.77384e-08
cft	36	7.98228e-08
cfu	10	2.2173e-08
cfv	21	4.65633e-08
cga	50	1.10865e-07
cgb	8	1.77384e-08
cgc	36	7.98228e-08
cgd	10	2.2173e-08
cge	76	1.68515e-07
cgf	1	2.2173e-09
cgg	5	1.10865e-08
cgh	38	8.42574e-08
cgi	163	3.6142e-07
cgl	165	3.65855e-07
cgm	26	5.76498e-08
cgn	5	1.10865e-08
cgo	33	7.31709e-08
cgp	641	1.42129e-06
cgr	255	5.65412e-07
cgs	47	1.04213e-07
cgt	759	1.68293e-06
cgu	110	2.43903e-07
cgv	27	5.98671e-08
cgw	66	1.46342e-07
cgy	13	2.88249e-08
cgz	1	2.2173e-09
cha	503020	0.00111535
chb	142	3.14857e-07
chc	573	1.27051e-06
chd	88	1.95122e-07
che	211348	0.000468622
chf	65	1.44125e-07
chg	49	1.08648e-07
chh	168	3.72506e-07
chi	161588	0.000358289
chj	21	4.65633e-08
chk	896	1.9867e-06
